"","time","supernatant","inoculant","N","comp_ind","median","sd","se","ci"
"484",0,"50% TY","135B",5,NA,NA,NA,NA,NA
"485",0,"50% TY","137B",5,NA,NA,NA,NA,NA
"486",0,"50% TY","144A",5,NA,NA,NA,NA,NA
"487",0,"50% TY","145B",5,NA,NA,NA,NA,NA
"488",0,"50% TY","147A",5,NA,NA,NA,NA,NA
"489",0,"50% TY","149A",5,NA,NA,NA,NA,NA
"490",0,"50% TY","152A",5,NA,NA,NA,NA,NA
"491",0,"50% TY","152B",5,NA,NA,NA,NA,NA
"492",0,"50% TY","154C",5,NA,NA,NA,NA,NA
"493",0,"50% TY","157B",5,NA,NA,NA,NA,NA
"494",0,"50% TY","158",5,NA,NA,NA,NA,NA
"495",0,"50% TY","159",5,NA,NA,NA,NA,NA
"496",0,"50% TY","165A",5,NA,NA,NA,NA,NA
"497",0,"50% TY","168A",5,NA,NA,NA,NA,NA
"498",0,"50% TY","170C",5,NA,NA,NA,NA,NA
"499",0,"50% TY","41",5,NA,NA,NA,NA,NA
"500",0,"50% TY","53",5,NA,NA,NA,NA,NA
"501",0,"50% TY","57",5,NA,NA,NA,NA,NA
"502",0,"50% TY","67",5,NA,NA,NA,NA,NA
"503",0,"50% TY","74",5,NA,NA,NA,NA,NA
"504",0,"50% TY","77",5,NA,NA,NA,NA,NA
"505",0,"53","122A",5,NA,NA,NA,NA,NA
"506",0,"53","126B",5,NA,NA,NA,NA,NA
"507",0,"53","135A",5,NA,NA,NA,NA,NA
"508",0,"53","135B",5,NA,NA,NA,NA,NA
"509",0,"53","137B",5,NA,NA,NA,NA,NA
"510",0,"53","144A",5,NA,NA,NA,NA,NA
"511",0,"53","145B",5,NA,NA,NA,NA,NA
"512",0,"53","147A",5,NA,NA,NA,NA,NA
"513",0,"53","149A",5,NA,NA,NA,NA,NA
"514",0,"53","152A",5,NA,NA,NA,NA,NA
"515",0,"53","152B",5,NA,NA,NA,NA,NA
"516",0,"53","154C",5,NA,NA,NA,NA,NA
"517",0,"53","157B",5,NA,NA,NA,NA,NA
"518",0,"53","158",5,NA,NA,NA,NA,NA
"519",0,"53","159",5,NA,NA,NA,NA,NA
"520",0,"53","165A",5,NA,NA,NA,NA,NA
"521",0,"53","168A",5,NA,NA,NA,NA,NA
"522",0,"53","170C",5,NA,NA,NA,NA,NA
"523",0,"53","41",5,NA,NA,NA,NA,NA
"524",0,"53","53",5,NA,NA,NA,NA,NA
"525",0,"53","57",5,NA,NA,NA,NA,NA
"526",0,"53","67",5,NA,NA,NA,NA,NA
"527",0,"53","74",5,NA,NA,NA,NA,NA
"528",0,"53","77",5,NA,NA,NA,NA,NA
"529",0,"57","122A",5,NA,NA,NA,NA,NA
"530",0,"57","126B",5,NA,NA,NA,NA,NA
"531",0,"57","135A",5,NA,NA,NA,NA,NA
"532",0,"57","135B",5,NA,NA,NA,NA,NA
"533",0,"57","137B",5,NA,NA,NA,NA,NA
"534",0,"57","144A",5,NA,NA,NA,NA,NA
"535",0,"57","145B",5,NA,NA,NA,NA,NA
"536",0,"57","147A",5,NA,NA,NA,NA,NA
"537",0,"57","149A",5,NA,NA,NA,NA,NA
"538",0,"57","152A",5,NA,NA,NA,NA,NA
"539",0,"57","152B",5,NA,NA,NA,NA,NA
"540",0,"57","154C",5,NA,NA,NA,NA,NA
"541",0,"57","157B",5,NA,NA,NA,NA,NA
"542",0,"57","158",5,NA,NA,NA,NA,NA
"543",0,"57","159",5,NA,NA,NA,NA,NA
"544",0,"57","165A",5,NA,NA,NA,NA,NA
"545",0,"57","168A",5,NA,NA,NA,NA,NA
"546",0,"57","170C",5,NA,NA,NA,NA,NA
"547",0,"57","41",5,NA,NA,NA,NA,NA
"548",0,"57","53",5,NA,NA,NA,NA,NA
"549",0,"57","57",5,NA,NA,NA,NA,NA
"550",0,"57","67",5,NA,NA,NA,NA,NA
"551",0,"57","74",5,NA,NA,NA,NA,NA
"552",0,"57","77",5,NA,NA,NA,NA,NA
"553",0,"67","122A",5,NA,NA,NA,NA,NA
"554",0,"67","126B",5,NA,NA,NA,NA,NA
"555",0,"67","135A",5,NA,NA,NA,NA,NA
"556",0,"67","135B",5,NA,NA,NA,NA,NA
"557",0,"67","137B",5,NA,NA,NA,NA,NA
"558",0,"67","144A",5,NA,NA,NA,NA,NA
"559",0,"67","145B",5,NA,NA,NA,NA,NA
"560",0,"67","147A",5,NA,NA,NA,NA,NA
"561",0,"67","149A",5,NA,NA,NA,NA,NA
"562",0,"67","152A",5,NA,NA,NA,NA,NA
"563",0,"67","152B",5,NA,NA,NA,NA,NA
"564",0,"67","154C",5,NA,NA,NA,NA,NA
"565",0,"67","157B",5,NA,NA,NA,NA,NA
"566",0,"67","158",5,NA,NA,NA,NA,NA
"567",0,"67","159",5,NA,NA,NA,NA,NA
"568",0,"67","165A",5,NA,NA,NA,NA,NA
"569",0,"67","168A",5,NA,NA,NA,NA,NA
"570",0,"67","170C",5,NA,NA,NA,NA,NA
"571",0,"67","41",5,NA,NA,NA,NA,NA
"572",0,"67","53",5,NA,NA,NA,NA,NA
"573",0,"67","57",5,NA,NA,NA,NA,NA
"574",0,"67","67",5,NA,NA,NA,NA,NA
"575",0,"67","74",5,NA,NA,NA,NA,NA
"576",0,"67","77",5,NA,NA,NA,NA,NA
"577",0,"74","122A",5,NA,NA,NA,NA,NA
"578",0,"74","126B",5,NA,NA,NA,NA,NA
"579",0,"74","135A",5,NA,NA,NA,NA,NA
"580",0,"74","135B",5,NA,NA,NA,NA,NA
"581",0,"74","137B",5,NA,NA,NA,NA,NA
"582",0,"74","144A",5,NA,NA,NA,NA,NA
"583",0,"74","145B",5,NA,NA,NA,NA,NA
"584",0,"74","147A",5,NA,NA,NA,NA,NA
"585",0,"74","149A",5,NA,NA,NA,NA,NA
"586",0,"74","152A",5,NA,NA,NA,NA,NA
"587",0,"74","152B",5,NA,NA,NA,NA,NA
"588",0,"74","154C",5,NA,NA,NA,NA,NA
"589",0,"74","157B",5,NA,NA,NA,NA,NA
"590",0,"74","158",5,NA,NA,NA,NA,NA
"591",0,"74","159",5,NA,NA,NA,NA,NA
"592",0,"74","165A",5,NA,NA,NA,NA,NA
"593",0,"74","168A",5,NA,NA,NA,NA,NA
"594",0,"74","170C",5,NA,NA,NA,NA,NA
"595",0,"74","41",5,NA,NA,NA,NA,NA
"596",0,"74","53",5,NA,NA,NA,NA,NA
"597",0,"74","57",5,NA,NA,NA,NA,NA
"598",0,"74","67",5,NA,NA,NA,NA,NA
"599",0,"74","74",5,NA,NA,NA,NA,NA
"600",0,"74","77",5,NA,NA,NA,NA,NA
"601",0,"77","122A",5,NA,NA,NA,NA,NA
"602",0,"77","126B",5,NA,NA,NA,NA,NA
"603",0,"77","135A",5,NA,NA,NA,NA,NA
"604",0,"77","135B",5,NA,NA,NA,NA,NA
"605",0,"77","137B",5,NA,NA,NA,NA,NA
"606",0,"77","144A",5,NA,NA,NA,NA,NA
"607",0,"77","145B",5,NA,NA,NA,NA,NA
"608",0,"77","147A",5,NA,NA,NA,NA,NA
"609",0,"77","149A",5,NA,NA,NA,NA,NA
"610",0,"77","152A",5,NA,NA,NA,NA,NA
"611",0,"77","152B",5,NA,NA,NA,NA,NA
"612",0,"77","154C",5,NA,NA,NA,NA,NA
"613",0,"77","157B",5,NA,NA,NA,NA,NA
"614",0,"77","158",5,NA,NA,NA,NA,NA
"615",0,"77","159",5,NA,NA,NA,NA,NA
"616",0,"77","165A",5,NA,NA,NA,NA,NA
"617",0,"77","168A",5,NA,NA,NA,NA,NA
"618",0,"77","170C",5,NA,NA,NA,NA,NA
"619",0,"77","41",5,NA,NA,NA,NA,NA
"620",0,"77","53",5,NA,NA,NA,NA,NA
"621",0,"77","57",5,NA,NA,NA,NA,NA
"622",0,"77","67",5,NA,NA,NA,NA,NA
"623",0,"77","74",5,NA,NA,NA,NA,NA
"624",0,"77","77",5,NA,NA,NA,NA,NA
"625",24,"100% TY","122A",5,1.0158965352,0.892123288,0.19739190413218,0.0882763431695353,0.245094420897817
"626",24,"100% TY","126B",5,0.6946584864,0.739130435,0.208563202002065,0.0932722994563274,0.258965419276063
"627",24,"100% TY","135A",5,1.0460370474,1.173076923,0.250134151772695,0.111863393371599,0.310582570977391
"628",24,"100% TY","135B",5,1.3178068908,1.266233766,0.188911072490258,0.0844835999581214,0.234564077573215
"629",24,"100% TY","137B",5,1.607753132,1.700831025,0.266355050851792,0.119117599971004,0.330723477382403
"630",24,"100% TY","144A",5,1.0085163534,0.966942149,0.130639647313255,0.058423826389807,0.162210546806905
"631",24,"100% TY","145B",5,1.440668922,1.439367311,0.364359823926274,0.162946666913801,0.452412475761117
"632",24,"100% TY","147A",5,0.9644150002,0.964187328,0.235948134948288,0.105519213781733,0.292968304608613
"633",24,"100% TY","149A",5,0.659182227,0.634951456,0.10658220502454,0.0476650111253384,0.132339286828144
"634",24,"100% TY","152A",5,1.7404854948,1.762836186,0.31004526795283,0.138656459048933,0.384972047030469
"635",24,"100% TY","152B",5,0.64144104,0.665254237,0.0695906649203412,0.0311218914722586,0.0864082232426493
"636",24,"100% TY","154C",5,-0.8427393758,-2.85106383,10.8043680069145,4.83186026347695,13.4153947775303
"637",24,"100% TY","157B",5,0.9967719878,0.934333959,0.220280848097459,0.0985125900974449,0.273514798576407
"638",24,"100% TY","158",5,0.597241083,0.6007109,0.168710267481224,0.0754495253180376,0.209481465258763
"639",24,"100% TY","159",5,0.7164705612,0.703370787,0.139379909333362,0.062332590393431,0.17306301549214
"640",24,"100% TY","165A",5,0.7160849002,0.698166432,0.0578339920969973,0.0258641475478143,0.0718103858592425
"641",24,"100% TY","168A",5,5.0031953908,4.937062937,0.388351236051159,0.173675952591292,0.482201748462656
"642",24,"100% TY","170C",5,1.594812774,1.490566038,0.322991084372395,0.144446004156609,0.401046401205997
"643",24,"100% TY","41",5,0.533560296,0.495327103,0.0684781582141402,0.0306243633481606,0.0850268637177992
"644",24,"100% TY","53",5,0.469389918,0.461180124,0.0616097182716136,0.0275527036259878,0.0764985691173392
"645",24,"100% TY","57",5,1.0094374344,0.773067332,0.662993113034712,0.296499533871964,0.823214679512241
"646",24,"100% TY","67",5,1.030372486,1.037037037,0.246253081654041,0.110127726049448,0.305763585936554
"647",24,"100% TY","74",5,0.7021642816,0.687037037,0.165425368860439,0.0739804739949837,0.205402724903585
"648",24,"100% TY","77",5,0.4160382522,0.418740849,0.0739680364643765,0.0330795115393058,0.0918434478956396
"649",24,"122A","126B",5,1.105427494,1.243421053,0.296906670180945,0.132780699499541,0.368658323190239
"650",24,"122A","135A",5,1.162571046,1.173752311,0.149950155925393,0.0670597483771744,0.186187710137602
"651",24,"122A","135B",5,1.9073206782,1.863501484,0.350970273114099,0.156958677752958,0.435787152565519
"652",24,"122A","137B",5,-0.1636360176,-0.210526316,0.1622624856563,0.0725659896251143,0.201475486698482
"653",24,"122A","144A",5,0.138570763,0.129476584,0.0291574511953129,0.0130396085846704,0.0362037574286033
"654",24,"122A","145B",5,-0.1899345162,-0.248756219,0.112586193889164,0.0503500765728285,0.139794223646964
"655",24,"122A","147A",5,1.0338806166,1.065104167,0.160948502120118,0.0719783583234708,0.199843960647373
"656",24,"122A","149A",5,1.0135137582,0.984466019,0.162501752529177,0.0726729930236176,0.201772575760496
"657",24,"122A","152A",5,0.3549060734,0.374285714,0.148910902771863,0.0665949802377496,0.184897306911844
"658",24,"122A","152B",5,0.2031285066,0.169712794,0.100586596933726,0.0449836936738365,0.12489475611444
"659",24,"122A","154C",5,1.2390569164,0.117021277,2.59211000056944,1.15922683328606,3.21852966709101
"660",24,"122A","157B",5,0.8933026422,0.83501006,0.163980816630881,0.0733344505985157,0.203609076406618
"661",24,"122A","158",5,0.6076285386,0.597122302,0.159669341229068,0.071406300182161,0.198255672621045
"662",24,"122A","159",5,0.7943552342,0.793986637,0.0765161662920534,0.0342190698413419,0.0950073689654151
"663",24,"122A","165A",5,1.0150567596,1.041786744,0.192811227076172,0.0862278021134938,0.239406759109974
"664",24,"122A","168A",5,3.6383202372,3.546218487,0.480930157625366,0.215078504976002,0.597153662373879
"665",24,"122A","170C",5,0.9694369378,0.837662338,0.328688333977212,0.14699389163684,0.408120470929079
"666",24,"122A","41",5,0.375212577,0.352024922,0.0731283896810506,0.0327040100823847,0.0908008887135762
"667",24,"122A","53",5,0.7669040004,0.742236025,0.0666161894685928,0.0297916656107558,0.0827149241606724
"668",24,"122A","57",5,0.4330022906,0.342175066,0.299844008128108,0.13409431696409,0.372305509969788
"669",24,"122A","67",5,0.7706716874,0.739130435,0.0943818566224604,0.042208849450092,0.117190553451739
"670",24,"122A","74",5,0.1147075062,0.116638079,0.0235830503393861,0.0105466607351334,0.0292822245742428
"671",24,"122A","77",5,0.1361893762,0.156661786,0.0435090451159936,0.0194578365030934,0.0540236149167525
"672",24,"126B","122A",5,1.086175603,1.0625,0.205525289861752,0.0919137038452452,0.255193353141731
"673",24,"126B","135A",5,0.9908692448,0.942698706,0.1925574503305,0.0861143097026077,0.239091653661292
"674",24,"126B","135B",5,1.6277311338,1.621301775,0.294347885614156,0.131636376253317,0.365481172514497
"675",24,"126B","137B",5,1.687847826,1.761772853,0.338147224404344,0.151224036034198,0.419865234635403
"676",24,"126B","144A",5,0.7172639678,0.695774648,0.0533527948695871,0.0238600952235998,0.0662462445931168
"677",24,"126B","145B",5,0.723882351,0.80125523,0.130326174484159,0.0582836370788154,0.161821318880602
"678",24,"126B","147A",5,1.7412311106,1.739336493,0.285051557456298,0.127478931912894,0.353938256525397
"679",24,"126B","149A",5,0.4844277228,0.515315315,0.0592491707018316,0.0264970346599569,0.0735675621838936
"680",24,"126B","152A",5,1.8144316748,1.709046455,0.156404223624329,0.0699460951984155,0.19420149364134
"681",24,"126B","152B",5,0.7875742078,0.82767624,0.0655100816149801,0.0292969991405309,0.081341509860711
"682",24,"126B","154C",5,-0.6616189288,-1.35106383,7.04581056894929,3.15098227775142,8.74852932162792
"683",24,"126B","157B",5,0.896118403,0.8630394,0.122631152987764,0.0548423188479634,0.152266687723125
"684",24,"126B","158",5,0.7636893386,0.798561151,0.0963382684429497,0.0430837834146117,0.1196197595749
"685",24,"126B","159",5,0.7191465956,0.753071253,0.0917904288831746,0.0410499277333277,0.113972870923921
"686",24,"126B","165A",5,0.88134013,0.882265276,0.0823743873878641,0.0368389459608331,0.102281311193601
"687",24,"126B","168A",5,4.516794705,4.696969697,0.531365657602515,0.23763394626162,0.659777606926911
"688",24,"126B","170C",5,2.4830876926,2.461038961,0.640995421733886,0.286661867252623,0.795900938180405
"689",24,"126B","41",5,0.5554213608,0.579439252,0.0609772414846008,0.0272698514079975,0.0757132454612059
"690",24,"126B","53",5,0.800299006,0.809022556,0.0717489551103644,0.0320871081882711,0.0890880944692775
"691",24,"126B","57",5,1.6439451864,1.139650873,1.28754508300278,0.575807665937967,1.59869837562883
"692",24,"126B","67",5,1.5325851704,1.326388889,0.382053884573393,0.170859691394793,0.474382553848679
"693",24,"126B","74",5,0.885715079,0.879931389,0.130116343822385,0.0581897979541176,0.161560779702158
"694",24,"126B","77",5,0.5915511524,0.664714495,0.17129688375828,0.0766062952834788,0.212693173567151
"695",24,"135A","122A",5,0.6949936116,0.613175676,0.204873391465774,0.0916221660196794,0.254383914372958
"696",24,"135A","126B",5,1.1796727626,1.181208054,0.147695978701207,0.0660516496758518,0.183388779432758
"697",24,"135A","135B",5,1.8642292094,1.875739645,0.231530539797551,0.103543605170909,0.287483135751303
"698",24,"135A","137B",5,-0.2140238152,-0.233009709,0.0616201187363025,0.0275573548551962,0.0765114829999081
"699",24,"135A","144A",5,0.3117161418,0.326760563,0.0824603349535919,0.0368773828807267,0.102388029191698
"700",24,"135A","145B",5,-0.140843267,-0.140651801,0.0733144107701711,0.0327872012424891,0.0910318644028438
"701",24,"135A","147A",5,0.566811302,0.451790634,0.198135981817724,0.0886091048266186,0.246018315371823
"702",24,"135A","149A",5,1.2641537288,1.274193548,0.151285075772037,0.0676567426814964,0.187845232051667
"703",24,"135A","152A",5,-0.1846591616,-0.168704156,0.0753997873841877,0.0337198100160149,0.0936212014671642
"704",24,"135A","152B",5,-0.0486917432,-0.065274151,0.042120232251721,0.0188367405085854,0.052299175982943
"705",24,"135A","154C",5,0.7767952798,0.70212766,1.8695237149892,0.836076422452759,2.32132029069025
"706",24,"135A","157B",5,-0.0760020372,-0.101313321,0.0546895225908027,0.0244578980340091,0.0679060112799512
"707",24,"135A","158",5,0.4783713448,0.479806139,0.0795308995202392,0.035567299527792,0.098750654679042
"708",24,"135A","159",5,0.4189498962,0.34032634,0.185584171534218,0.0829957646196988,0.230433184430511
"709",24,"135A","165A",5,0.6038577408,0.581100141,0.0442976549779331,0.0198105135548981,0.0550028033909513
"710",24,"135A","168A",5,1.05244503,1.042016807,0.180418669403608,0.0806856818393058,0.224019366402287
"711",24,"135A","170C",5,-0.1675791912,-0.175732218,0.113828409480864,0.0509056122739786,0.141336638025184
"712",24,"135A","41",5,0.6838003916,0.669505963,0.170214933324847,0.0761224323399903,0.211349754666116
"713",24,"135A","53",5,0.7239103904,0.734375,0.0494794976472496,0.0221279040463582,0.0614369108777977
"714",24,"135A","57",5,0.9220303886,0.801061008,0.548317356623835,0.245214976530778,0.680825921310071
"715",24,"135A","67",5,0.1839928178,0.171936759,0.0232256853380538,0.0103868422479817,0.0288384973178705
"716",24,"135A","74",5,0.9300425914,1.005145798,0.290951536232948,0.130117482634973,0.36126404776253
"717",24,"135A","77",5,0.4114183778,0.440177253,0.106627248833228,0.0476851553289764,0.132395216103733
"718",24,"135B","122A",5,0.480987891,0.484230056,0.0774749702905668,0.0346478600248968,0.096197881371703
"719",24,"135B","126B",5,0.542014785,0.572463768,0.177980163131365,0.0795951486816467,0.220991560954649
"720",24,"135B","135A",5,1.0318662058,0.873076923,0.324292977956571,0.145028228667347,0.402662915598962
"721",24,"135B","137B",5,0.0990169526,0.077562327,0.0523902988438119,0.0234296539152584,0.0650511479294975
"722",24,"135B","144A",5,0.2245228854,0.223433243,0.0372576723849321,0.016662137627225,0.0462615104572408
"723",24,"135B","145B",5,0.0718354398,0.027196653,0.0668478802129244,0.0298952808615724,0.083002606216626
"724",24,"135B","147A",5,1.0562693786,0.981432361,0.131802858246646,0.0589440301336537,0.163654863945214
"725",24,"135B","149A",5,0.8092485818,0.809009009,0.1740341508382,0.0778304383361336,0.216091939553757
"726",24,"135B","152A",5,0.0449973828,0.037142857,0.0655157007727003,0.0292995121042587,0.0813484869665525
"727",24,"135B","152B",5,0.0303270142,0.041775457,0.0206782274892182,0.00924758446401934,0.0256754106200297
"728",24,"135B","154C",5,-0.1205690446,-0.521276596,1.89389996841067,0.846977814390194,2.35158740697478
"729",24,"135B","157B",5,0.2762318826,0.225352113,0.134336557914628,0.0600771350720891,0.166800867605209
"730",24,"135B","158",5,0.4668356398,0.375163399,0.186897214011808,0.0835829750671456,0.232063542003045
"731",24,"135B","159",5,0.6359989604,0.649438202,0.132624148536697,0.0593113223172169,0.164674630530445
"732",24,"135B","165A",5,0.5907486356,0.616714697,0.077591068286672,0.0346997806271653,0.0963420360737304
"733",24,"135B","168A",5,1.1282302912,1.120567376,0.144375925689999,0.0645668768314594,0.179266389136614
"734",24,"135B","170C",5,1.010010165,1.081168831,0.191293785166039,0.085549181460901,0.237522606120796
"735",24,"135B","41",5,0.6401941608,0.473520249,0.291469800737237,0.130349257567356,0.361907558139052
"736",24,"135B","53",5,0.4266146314,0.509375,0.151719602970167,0.0678510691521147,0.188384768829826
"737",24,"135B","57",5,0.5092005158,0.436408978,0.221296697519112,0.0989668917697888,0.27477614223087
"738",24,"135B","67",5,0.5847164722,0.527985075,0.119382623326818,0.0533895322182033,0.148233105396031
"739",24,"135B","74",5,0.4700870218,0.512998267,0.148137559838624,0.0662491307640212,0.183937074833375
"740",24,"135B","77",5,0.3661259298,0.402799378,0.0797911105632715,0.0356836694439353,0.0990737493631103
"741",24,"137B","122A",5,0.8546862666,0.751689189,0.394206840033766,0.176294658302177,0.489472441115598
"742",24,"137B","126B",5,1.3632148354,1.366037736,0.467392444459927,0.209024255596438,0.580344371318343
"743",24,"137B","135A",5,1.5581721256,1.480591497,0.352320246381656,0.157562404151771,0.437463365770382
"744",24,"137B","135B",5,1.2350139552,1.269480519,0.159515044033387,0.071337296378505,0.198064087348145
"745",24,"137B","144A",5,0.4731249556,0.457765668,0.0439919501995748,0.0196737982218069,0.0546232207735849
"746",24,"137B","145B",5,0.5769509432,0.607204117,0.124935617904112,0.0558729068889067,0.155128058844877
"747",24,"137B","147A",5,0.9665035296,1.060606061,0.343725968268378,0.153718926136006,0.426792160046574
"748",24,"137B","149A",5,0.6653829438,0.590291262,0.168856094192007,0.0755147410056868,0.209662533035518
"749",24,"137B","152A",5,1.8623878704,1.927738928,0.325816114160171,0.145709395885395,0.404554138987332
"750",24,"137B","152B",5,0.731612002,0.774319066,0.104105564049887,0.0465574236103012,0.129264130893441
"751",24,"137B","154C",5,-0.7959077414,-2.723404255,11.9588210964489,5.34814738048366,14.8488376164203
"752",24,"137B","157B",5,0.5901180596,0.595573441,0.0491823568711496,0.0219950186515089,0.061067961873716
"753",24,"137B","158",5,0.5457348414,0.527251185,0.253405803851535,0.113326520661002,0.314644863578335
"754",24,"137B","159",5,0.7815891886,0.743820225,0.0576964742441336,0.0258026476943897,0.0716396348922314
"755",24,"137B","165A",5,0.793396722,0.795486601,0.19172551099534,0.0857422551212928,0.238058664540134
"756",24,"137B","168A",5,2.440617648,2.378787879,0.248069317290881,0.110939971318875,0.308018740339073
"757",24,"137B","170C",5,2.3318227582,2.205020921,0.462948045689129,0.207036660042314,0.574825921370983
"758",24,"137B","41",5,0.6039579368,0.602811951,0.0231321911307636,0.010345030367381,0.0287224089266375
"759",24,"137B","53",5,0.860719217,0.867669173,0.16067865429564,0.0718576787076479,0.199508900318725
"760",24,"137B","57",5,1.255387337,0.923076923,0.838989933656231,0.375207704818674,1.04174359547631
"761",24,"137B","67",5,1.042572294,1.164210526,0.299975156426229,0.134152968266036,0.372468352089991
"762",24,"137B","74",5,0.8330637888,0.823327616,0.163351108207667,0.0730528364304533,0.202827190128147
"763",24,"137B","77",5,0.8200989568,0.913616398,0.23225637628863,0.10386820911783,0.288384380790859
"764",24,"144A","122A",5,1.1945793284,1.175675676,0.0888482858553488,0.0397341613713786,0.110319717848703
"765",24,"144A","126B",5,1.3014495506,1.302013423,0.184744336228139,0.0826201788528393,0.229390391166532
"766",24,"144A","135A",5,1.0177284674,0.984615385,0.128962124522671,0.0576736153910969,0.160127627151671
"767",24,"144A","135B",5,1.6989359008,1.724035608,0.326845183789844,0.146169609814501,0.405831897698142
"768",24,"144A","137B",5,1.7658926672,1.939058172,0.341385894940002,0.152672413529089,0.423886575241573
"769",24,"144A","145B",5,1.157857838,1.119507909,0.425262815075864,0.190183312562511,0.528033527254485
"770",24,"144A","147A",5,1.035933072,1.104265403,0.21503040656966,0.0961645212638353,0.266995514356665
"771",24,"144A","149A",5,0.9058627034,0.939805825,0.14359196690416,0.0642162798041202,0.178292975736161
"772",24,"144A","152A",5,1.2246346548,1.165714286,0.166462021309134,0.0744440790638486,0.20668989892778
"773",24,"144A","152B",5,0.5190400744,0.496083551,0.0442981202074477,0.019810721611862,0.0550033810496905
"774",24,"144A","154C",5,-0.9943164662,-2.925531915,9.58542108204033,4.28673062648036,11.9018722651929
"775",24,"144A","157B",5,1.0248497058,0.935613682,0.214482097550373,0.0959193100158751,0.266314698787526
"776",24,"144A","158",5,0.994406692,1.038772213,0.0840722725745959,0.0375982632999375,0.104389514103049
"777",24,"144A","159",5,0.4401409868,0.451396648,0.083753199013815,0.0374555692655918,0.103993331949849
"778",24,"144A","165A",5,0.8670340658,0.858310627,0.0579837253223619,0.0259311102818954,0.0719963042145127
"779",24,"144A","168A",5,1.9709037296,1.907563025,0.256738073826584,0.11481675709772,0.318782423238649
"780",24,"144A","170C",5,1.798769363,1.575471698,0.48767961753333,0.218096955209125,0.605534223748917
"781",24,"144A","41",5,0.7114095204,0.69771529,0.0856749824057037,0.0383150169260504,0.106379541199903
"782",24,"144A","53",5,0.9214275188,0.9203125,0.0528553425382895,0.0236376277779303,0.065628575942522
"783",24,"144A","57",5,1.4838476566,1.223076923,1.1063440120431,0.494772083485646,1.37370752938223
"784",24,"144A","67",5,1.0675434636,1.081027668,0.0788346165643085,0.0352559123235849,0.0978861052000999
"785",24,"144A","74",5,0.7730352592,0.85077187,0.135907804505041,0.0607798179092045,0.168751827928824
"786",24,"144A","77",5,0.5872011266,0.626728111,0.17520220789571,0.0783528093325716,0.217542273949914
"787",24,"145B","122A",5,1.0328551456,1.035958904,0.224364587376516,0.100338893823516,0.278585430617262
"788",24,"145B","126B",5,1.311215131,1.359060403,0.285352207199244,0.127613386565423,0.354311562487282
"789",24,"145B","135A",5,1.2368304912,1.186915888,0.240072819943672,0.107363828988824,0.298089777471313
"790",24,"145B","135B",5,2.0187762698,1.944805195,0.363294117360557,0.162470068448798,0.451089226285816
"791",24,"145B","137B",5,1.6878294208,1.623268698,0.346772215736863,0.15508124941917,0.430574575857812
"792",24,"145B","144A",5,0.8999961286,0.88028169,0.102055358718204,0.0456405439124058,0.126718464744164
"793",24,"145B","147A",5,1.9296967742,1.949602122,0.179333305531289,0.0802002923595401,0.222671709157077
"794",24,"145B","149A",5,1.166014549,1.114563107,0.12983645042769,0.0580646258227194,0.161213246150631
"795",24,"145B","152A",5,2.076355554,2.082857143,0.2317302867322,0.103632934715743,0.287731154328808
"796",24,"145B","152B",5,1.0569292182,1.082543978,0.0838020744729889,0.0374774270354206,0.104054018847901
"797",24,"145B","154C",5,-0.8333280898,-2.446808511,14.6823062220689,6.56612695580283,18.2304910465461
"798",24,"145B","157B",5,1.0172969668,0.968105066,0.219868343526965,0.0983281124453139,0.27300260650213
"799",24,"145B","158",5,0.7985733846,0.755924171,0.162092266702866,0.0724898653949268,0.201264131952191
"800",24,"145B","159",5,0.7091761438,0.7,0.0848168991905941,0.0379312704461831,0.105314090164239
"801",24,"145B","165A",5,1.0326725872,1.04610951,0.284658975306715,0.12730336383825,0.353450801403923
"802",24,"145B","168A",5,4.0949729142,4.351351351,0.833973688548412,0.372964371808098,1.03551510451976
"803",24,"145B","170C",5,2.9113755592,2.610062893,0.82383864997872,0.368431844768815,1.02293079200737
"804",24,"145B","41",5,0.9257013054,0.947136564,0.0837859169202448,0.0374702011581634,0.10403395659636
"805",24,"145B","53",5,0.8384596682,0.843167702,0.125829387404124,0.0562726127605555,0.156237820255735
"806",24,"145B","57",5,1.5168748584,1.248717949,0.765082415674918,0.342155257967773,0.949975291202312
"807",24,"145B","67",5,1.1539491866,1.253731343,0.412796359343735,0.184608144071404,0.5125543779867
"808",24,"145B","74",5,0.8328308414,0.864493997,0.207254167237735,0.0926868813127371,0.257340037936798
"809",24,"145B","77",5,0.4081648464,0.424572317,0.0640768321737541,0.028656030504672,0.0795618956290951
"810",24,"147A","122A",5,0.9681716046,0.940878378,0.11272157318505,0.050410620034498,0.139962319244768
"811",24,"147A","126B",5,0.9781391294,0.976973684,0.253077011220333,0.113179480126228,0.314236613605297
"812",24,"147A","135A",5,1.1364319652,1.083179298,0.136273894858469,0.0609435384924391,0.169206389140766
"813",24,"147A","135B",5,1.6480041176,1.548961424,0.241478979477514,0.1079926826498,0.299835755140215
"814",24,"147A","137B",5,1.662622234,1.645429363,0.365418222178408,0.163419997001608,0.453726650766553
"815",24,"147A","144A",5,0.5723881322,0.58953168,0.0492157090427624,0.0220099341960936,0.0611093740644695
"816",24,"147A","145B",5,0.6520480942,0.662565905,0.116509397165448,0.0521045864158928,0.144665523912761
