"inoc_sup_strain_rep","supernatant","sup_geno","inoculant","inoc_geno","inoc_sup_strain","rep","AUC","MaxOD","OD_62h","AUC_index","RGI"
"159_149A_2","149A","OE","159","OE","159_149A",2,7.01415,0.2613,0.2613,0.937864778675866,1.05789473684211
"159_149A_3","149A","OE","159","OE","159_149A",3,6.95785,0.2471,0.2471,0.920819464939155,0.977839335180055
"159_149A_4","149A","OE","159","OE","159_149A",4,7.52055,0.2638,0.2638,1.01177855509216,1.08693860733416
"159_149A_5","149A","OE","159","OE","159_149A",5,7.42025,0.2582,0.2582,1.00386923082126,1.05560098119379
"74_149A_1","149A","OE","74","CC","74_149A",1,7.4082,0.2884,0.2884,1.04796933131516,1.00945047252363
"74_149A_2","149A","OE","74","CC","74_149A",2,7.4799,0.2833,0.2833,1.04978842550683,1.00176803394625
"74_149A_3","149A","OE","74","CC","74_149A",3,7.0103,0.2635,0.2635,0.960301913672415,0.92814371257485
"74_149A_4","149A","OE","74","CC","74_149A",4,7.1704,0.2685,0.2685,0.993646284427508,0.927461139896373
"74_149A_5","149A","OE","74","CC","74_149A",5,6.00075,0.2484,0.2484,0.742198612262063,0.853021978021978
"168A_149A_1","149A","OE","168A","OE","168A_149A",1,4.24565,0.1596,0.1596,1.3201853262644,1.19193427931292
"168A_149A_2","149A","OE","168A","OE","168A_149A",2,4.3792,0.1729,0.1729,1.41262237705843,1.31884057971015
"168A_149A_3","149A","OE","168A","OE","168A_149A",3,4.26585,0.164,0.164,1.2466319880768,1.20058565153734
"168A_149A_4","149A","OE","168A","OE","168A_149A",4,4.12125,0.1543,0.1543,1.27014824174808,1.21879936808847
"168A_149A_5","149A","OE","168A","OE","168A_149A",5,4.2274,0.157,0.157,1.27408077154913,1.23040752351097
"67_149A_1","149A","OE","67","CC","67_149A",1,5.997,0.2403,0.2403,0.959190038626712,0.922456813819578
"67_149A_2","149A","OE","67","CC","67_149A",2,5.7834,0.2282,0.2282,0.964534985532143,0.953614709569578
"67_149A_3","149A","OE","67","CC","67_149A",3,5.3641,0.2217,0.2217,0.877060170045782,0.918392709196355
"67_149A_4","149A","OE","67","CC","67_149A",4,5.4244,0.2232,0.2232,0.835796058612347,0.883610451306413
"67_149A_5","149A","OE","67","CC","67_149A",5,5.4575,0.2104,0.2104,0.834001910219675,0.849414614452967
"152B_126B_1","126B","OC","152B","OA","152B_126B",1,9.55475,0.328,0.328,1.16290179277777,1.16435924742634
"152B_126B_2","126B","OC","152B","OA","152B_126B",2,8.99845,0.3053,0.3053,1.05481282638893,1.01496010638298
"152B_126B_3","126B","OC","152B","OA","152B_126B",3,8.56945,0.2913,0.2913,1.08674892839932,1.04072883172562
"152B_126B_4","126B","OC","152B","OA","152B_126B",4,8.72605,0.3059,0.3059,1.13340780236266,1.09563037249284
"152B_126B_5","126B","OC","152B","OA","152B_126B",5,8.08449999999999,0.2842,0.2842,1.04547482493518,1.00601769911504
"147A_126B_1","126B","OC","147A","OC","147A_126B",1,7.65455,0.2923,0.2923,1.31522607582539,1.2985339848956
"147A_126B_2","126B","OC","147A","OC","147A_126B",2,8.1181,0.3016,0.3016,1.42099965867021,1.37090909090909
"147A_126B_3","126B","OC","147A","OC","147A_126B",3,8.2765,0.2932,0.2932,1.46486725663717,1.36118848653668
"147A_126B_4","126B","OC","147A","OC","147A_126B",4,8.86589999999999,0.3173,0.3173,1.49712510237337,1.51167222486899
"147A_126B_5","126B","OC","147A","OC","147A_126B",5,9.0877,0.3276,0.3276,1.57645303704475,1.53947368421053
"137B_126B_1","126B","OC","137B","OA","137B_126B",1,8.7484,0.286,0.286,1.48658430899421,1.29705215419501
"137B_126B_2","126B","OC","137B","OA","137B_126B",2,8.5542,0.2861,0.2861,1.42045614938187,1.27155555555556
"137B_126B_3","126B","OC","137B","OA","137B_126B",3,8.61889999999999,0.3006,0.3006,1.45160421052631,1.32950022114109
"137B_126B_4","126B","OC","137B","OA","137B_126B",4,8.61085,0.2938,0.2938,1.42478820570521,1.2919964819701
"137B_126B_5","126B","OC","137B","OA","137B_126B",5,8.08045,0.2798,0.2798,1.24491776759234,1.22880983750549
"158_126B_1","126B","OC","158","OC","158_126B",1,6.9882,0.2679,0.2679,1.24296538721497,1.27936962750716
"158_126B_2","126B","OC","158","OC","158_126B",2,6.72434999999999,0.2529,0.2529,1.0694280988581,1.18843984962406
"158_126B_3","126B","OC","158","OC","158_126B",3,6.86135,0.2522,0.2522,1.16084525390608,1.18962264150943
"158_126B_4","126B","OC","158","OC","158_126B",4,7.2845,0.275,0.275,1.16958078448373,1.26031164069661
"158_126B_5","126B","OC","158","OC","158_126B",5,7.5962,0.2855,0.2855,1.10127362217567,1.27969520394442
"152A_126B_1","126B","OC","152A","OA","152A_126B",1,9.0565,0.3019,0.3019,1.51497156239545,1.31949300699301
"152A_126B_2","126B","OC","152A","OA","152A_126B",2,9.07,0.2969,0.2969,1.43323299122204,1.24590851867394
"152A_126B_3","126B","OC","152A","OA","152A_126B",3,8.6628,0.2991,0.2991,1.38621434572149,1.30383609415868
"152A_126B_4","126B","OC","152A","OA","152A_126B",4,8.8589,0.3012,0.3012,1.33727319385321,1.20963855421687
"152A_126B_5","126B","OC","152A","OA","152A_126B",5,9.11485,0.309,0.309,1.39675133126461,1.27055921052632
"170C_126B_1","126B","OC","170C","OC","170C_126B",1,8.5007,0.3033,0.3033,1.65550751733271,1.41332712022367
"170C_126B_2","126B","OC","170C","OC","170C_126B",2,8.2198,0.2964,0.2964,1.42310788701426,1.2842287694974
"170C_126B_3","126B","OC","170C","OC","170C_126B",3,8.0897,0.2869,0.2869,1.75908932765069,1.42311507936508
"170C_126B_4","126B","OC","170C","OC","170C_126B",4,8.03145,0.2877,0.2877,1.56809129602874,1.3500703894885
"170C_126B_5","126B","OC","170C","OC","170C_126B",5,7.5522,0.2779,0.2779,1.60133158050973,1.36829148202856
"145B_126B_1","126B","OC","145B","OA","145B_126B",1,7.0878,0.2448,0.2448,1.11875241695539,1.18489835430784
"145B_126B_2","126B","OC","145B","OA","145B_126B",2,6.9486,0.2475,0.2475,1.00206221247999,1.125
"145B_126B_3","126B","OC","145B","OA","145B_126B",3,6.67885,0.243,0.243,1.11595946431406,1.17277992277992
"145B_126B_4","126B","OC","145B","OA","145B_126B",4,6.4481,0.2407,0.2407,0.992557473697173,1.13270588235294
"145B_126B_5","126B","OC","145B","OA","145B_126B",5,6.40725,0.2409,0.2409,1.0706587126529,1.19672131147541
"157B_126B_1","126B","OC","157B","OC","157B_126B",1,7.17795,0.2711,0.2711,1.22187231362402,1.27336777829967
"157B_126B_2","126B","OC","157B","OC","157B_126B",2,7.1322,0.2734,0.2734,1.15828535700075,1.24329240563893
"157B_126B_3","126B","OC","157B","OC","157B_126B",3,7.03985,0.2668,0.2668,1.15813674201296,1.23404255319149
"157B_126B_4","126B","OC","157B","OC","157B_126B",4,7.0555,0.2675,0.2675,1.1339510290017,1.26179245283019
"157B_126B_5","126B","OC","157B","OC","157B_126B",5,7.1642,0.267,0.267,1.25001308603633,1.28550794415022
"154C_126B_1","126B","OC","154C","OA","154C_126B",1,4.8944,0.2138,0.2138,0.830023572506656,0.808929247067726
"154C_126B_2","126B","OC","154C","OA","154C_126B",2,4.87865,0.2039,0.2039,0.860955960858018,0.76539039039039
"154C_126B_3","126B","OC","154C","OA","154C_126B",3,3.99495,0.1833,0.1833,0.81304759288091,0.778013582342954
"154C_126B_4","126B","OC","154C","OA","154C_126B",4,4.4871,0.19,0.19,0.769973917221497,0.741029641185647
"154C_126B_5","126B","OC","154C","OA","154C_126B",5,4.239,0.1882,0.1882,0.789003462010945,0.74036191974823
"165A_126B_1","126B","OC","165A","OC","165A_126B",1,7.4473,0.2527,0.2527,1.03991510099212,1.11321585903084
"165A_126B_2","126B","OC","165A","OC","165A_126B",2,7.1658,0.245,0.245,1.03349654938668,1.12488521579431
"165A_126B_3","126B","OC","165A","OC","165A_126B",3,7.3854,0.2471,0.2471,1.08834495055925,1.16118421052632
"165A_126B_4","126B","OC","165A","OC","165A_126B",4,7.32405,0.25,0.25,1.09778690428904,1.1671335200747
"165A_126B_5","126B","OC","165A","OC","165A_126B",5,7.2546,0.2387,0.2387,1.11794121046346,1.13829279923701
"144A_126B_1","126B","OC","144A","OA","144A_126B",1,7.3806,0.2624,0.2624,0.930331640048908,0.957314848595403
"144A_126B_2","126B","OC","144A","OA","144A_126B",2,7.27395,0.2458,0.2458,0.897979716925812,0.91037037037037
"144A_126B_3","126B","OC","144A","OA","144A_126B",3,7.532,0.2556,0.2556,0.949421737623294,1.00117508813161
"144A_126B_4","126B","OC","144A","OA","144A_126B",4,7.3596,0.2566,0.2566,0.905529443610503,0.954258088508739
"144A_126B_5","126B","OC","144A","OA","144A_126B",5,7.38465,0.2591,0.2591,0.920159742816558,0.988931297709924
"122A_126B_1","126B","OC","122A","OC","122A_126B",1,7.83245,0.2917,0.2917,1.23815583553328,1.31693002257336
"122A_126B_2","126B","OC","122A","OC","122A_126B",2,7.3123,0.2774,0.2774,1.14910033786438,1.22202643171806
"122A_126B_3","126B","OC","122A","OC","122A_126B",3,7.5147,0.286,0.286,1.14622371702473,1.29236330772707
"122A_126B_4","126B","OC","122A","OC","122A_126B",4,7.75005,0.2767,0.2767,1.23060616886983,1.22163355408389
"122A_126B_5","126B","OC","122A","OC","122A_126B",5,8.26295,0.2717,0.2717,1.30266746543488,1.16960826517434
"149A_126B_1","126B","OC","149A","OE","149A_126B",1,5.1374,0.1909,0.1909,0.798234914814441,0.848067525544203
"149A_126B_2","126B","OC","149A","OE","149A_126B",2,5.2504,0.1993,0.1993,0.837377692362901,0.879523389232127
"149A_126B_3","126B","OC","149A","OE","149A_126B",3,5.24705,0.2055,0.2055,0.810305154893905,0.884251290877797
"149A_126B_4","126B","OC","149A","OE","149A_126B",4,4.97395,0.2043,0.2043,0.803312445492426,0.881743634009495
"149A_126B_5","126B","OC","149A","OE","149A_126B",5,4.9533,0.2011,0.2011,0.846081579666576,0.986267778322707
"41_126B_1","126B","OC","41","CC","41_126B",1,6.0368,0.2431,0.2431,0.96996963221235,1.08236865538736
"41_126B_2","126B","OC","41","CC","41_126B",2,6.0041,0.247,0.247,0.972087751963086,1.09875444839858
"41_126B_3","126B","OC","41","CC","41_126B",3,6.15365,0.2414,0.2414,0.914775641263871,0.997520661157025
"41_126B_4","126B","OC","41","CC","41_126B",4,6.3125,0.2441,0.2441,0.883311877308855,0.939930689256835
"41_126B_5","126B","OC","41","CC","41_126B",5,5.77575,0.2365,0.2365,0.884007285416921,0.990783410138249
"126B_126B_1","126B","OC","126B","OC","126B_126B",1,6.99415,0.2427,0.2427,1,1
"126B_126B_2","126B","OC","126B","OC","126B_126B",2,5.9396,0.2413,0.2413,1,1
"126B_126B_3","126B","OC","126B","OC","126B_126B",3,5.72995,0.236,0.236,1,1
"126B_126B_4","126B","OC","126B","OC","126B_126B",4,5.87315,0.24,0.24,1,1
"126B_126B_5","126B","OC","126B","OC","126B_126B",5,5.88235,0.237,0.237,1,1
"53_126B_1","126B","OC","53","CC","53_126B",1,7.05475,0.2934,0.2934,0.989390497026815,1.19074675324675
"53_126B_2","126B","OC","53","CC","53_126B",2,7.4523,0.296,0.296,1.0553348769038,1.21410992616899
"53_126B_3","126B","OC","53","CC","53_126B",3,7.67554999999998,0.3026,0.3026,1.09693808281825,1.26929530201342
"53_126B_4","126B","OC","53","CC","53_126B",4,7.42179999999999,0.2913,0.2913,0.983430172853574,1.12601468882876
"53_126B_5","126B","OC","53","CC","53_126B",5,7.89395,0.3053,0.3053,1.05887284458186,1.18932606155045
"135B_126B_1","126B","OC","135B","OE","135B_126B",1,8.08425,0.3067,0.3067,1.39683458458242,1.27738442315702
"135B_126B_2","126B","OC","135B","OE","135B_126B",2,7.8369,0.2891,0.2891,1.30916107046206,1.18726899383984
"135B_126B_3","126B","OC","135B","OE","135B_126B",3,7.70055,0.292,0.292,1.27687039862041,1.18362383461694
"135B_126B_4","126B","OC","135B","OE","135B_126B",4,7.51405,0.2925,0.2925,1.1487177527231,1.1297798377752
"135B_126B_5","126B","OC","135B","OE","135B_126B",5,7.2539,0.291,0.291,1.24778958956893,1.20546810273405
"57_126B_1","126B","OC","57","CC","57_126B",1,6.40045,0.2655,0.2655,1.12273823619699,1.15234375
"57_126B_2","126B","OC","57","CC","57_126B",2,7.89965,0.3047,0.3047,2.06238333311577,1.70413870246085
"57_126B_3","126B","OC","57","CC","57_126B",3,5.36495,0.2249,0.2249,0.946909058818339,1.02041742286751
"57_126B_4","126B","OC","57","CC","57_126B",4,6.1021,0.2218,0.2218,1.03024675204079,0.94908001711596
"57_126B_5","126B","OC","57","CC","57_126B",5,7.1181,0.2911,0.2911,1.03463763481497,1.14787066246057
"135A_126B_1","126B","OC","135A","OE","135A_126B",1,6.6657,0.2301,0.2301,1.13310214697333,1.17158859470468
"135A_126B_2","126B","OC","135A","OE","135A_126B",2,6.88465,0.2277,0.2277,1.19458807606885,1.13963963963964
"135A_126B_3","126B","OC","135A","OE","135A_126B",3,6.31125,0.2204,0.2204,1.11093019776274,1.13842975206612
"135A_126B_4","126B","OC","135A","OE","135A_126B",4,6.85635,0.239,0.239,1.28123744475693,1.13863744640305
"135A_126B_5","126B","OC","135A","OE","135A_126B",5,6.43409999999999,0.2312,0.2312,1.1050123225679,1.11368015414258
"77_126B_1","126B","OC","77","CC","77_126B",1,7.15675,0.3011,0.3011,0.965341192656838,1.13966691900076
"77_126B_2","126B","OC","77","CC","77_126B",2,7.4119,0.3026,0.3026,0.982997572976486,1.14404536862004
"77_126B_3","126B","OC","77","CC","77_126B",3,7.28005,0.3016,0.3016,0.983631032805491,1.14939024390244
"77_126B_4","126B","OC","77","CC","77_126B",4,7.41435,0.2998,0.2998,0.975893385982231,1.11325659116227
"77_126B_5","126B","OC","77","CC","77_126B",5,6.793,0.2842,0.2842,0.775186721518194,1.03157894736842
"159_126B_1","126B","OC","159","OE","159_126B",1,7.81105,0.2723,0.2723,1.07143053097952,1.14459857082808
"159_126B_2","126B","OC","159","OE","159_126B",2,7.9065,0.2775,0.2775,1.05718125112818,1.12348178137652
"159_126B_3","126B","OC","159","OE","159_126B",3,8.1138,0.2682,0.2682,1.0738008112597,1.06133755441235
"159_126B_4","126B","OC","159","OE","159_126B",4,7.87865,0.2716,0.2716,1.05995560339029,1.11907704985579
"159_126B_5","126B","OC","159","OE","159_126B",5,7.27305,0.2644,0.2644,0.983954867992938,1.08094848732625
"74_126B_1","126B","OC","74","CC","74_126B",1,7.9083,0.3181,0.3181,1.11871383910257,1.11340567028351
"74_126B_2","126B","OC","74","CC","74_126B",2,7.40035,0.3166,0.3166,1.03862374827197,1.11951909476662
"74_126B_3","126B","OC","74","CC","74_126B",3,7.4644,0.3123,0.3123,1.02250654100629,1.10003522367031
"74_126B_4","126B","OC","74","CC","74_126B",4,7.87945,0.3248,0.3248,1.09190368958947,1.12193436960276
"74_126B_5","126B","OC","74","CC","74_126B",5,8.0526,0.3182,0.3182,0.995980259984416,1.09271978021978
"168A_126B_1","126B","OC","168A","OE","168A_126B",1,7.45865000000001,0.262,0.262,2.31926802344564,1.95668409260642
"168A_126B_2","126B","OC","168A","OE","168A_126B",2,7.5016,0.2624,0.2624,2.41983193819455,2.00152555301297
"168A_126B_3","126B","OC","168A","OE","168A_126B",3,7.24145000000001,0.2626,0.2626,2.11620737017447,1.92240117130307
"168A_126B_4","126B","OC","168A","OE","168A_126B",4,7.19635,0.2539,0.2539,2.21787838629149,2.00552922590837
"168A_126B_5","126B","OC","168A","OE","168A_126B",5,7.4221,0.2594,0.2594,2.23691983122363,2.03291536050157
"67_126B_1","126B","OC","67","CC","67_126B",1,7.6502,0.2976,0.2976,1.22361107778924,1.14241842610365
"67_126B_2","126B","OC","67","CC","67_126B",2,7.5544,0.2884,0.2884,1.25989609826469,1.20518178019223
"67_126B_3","126B","OC","67","CC","67_126B",3,8.2159,0.2971,0.2971,1.34334532374101,1.23073736536868
"67_126B_4","126B","OC","67","CC","67_126B",4,9.4464,0.3143,0.3143,1.45550916010539,1.24425969912906
"67_126B_5","126B","OC","67","CC","67_126B",5,8.93005,0.3151,0.3151,1.36466857688634,1.27210335082761
"152B_135B_1","135B","OE","152B","OA","152B_135B",1,2.9468,0.138,0.138,0.358652921631391,0.489882854100106
"152B_135B_2","135B","OE","152B","OA","152B_135B",2,3.0442,0.1342,0.1342,0.356846035271983,0.446143617021277
"152B_135B_3","135B","OE","152B","OA","152B_135B",3,3.2724,0.1391,0.1391,0.414994800517412,0.496963201143265
"152B_135B_4","135B","OE","152B","OA","152B_135B",4,3.20625,0.1344,0.1344,0.416452892926958,0.481375358166189
"152B_135B_5","135B","OE","152B","OA","152B_135B",5,3.30825,0.1432,0.1432,0.427817686881292,0.506902654867257
"147A_135B_1","135B","OE","147A","OC","147A_135B",1,6.26479999999999,0.2142,0.2142,1.07643536456499,0.951577076854731
"147A_135B_2","135B","OE","147A","OC","147A_135B",2,5.84985,0.2137,0.2137,1.02396310137495,0.971363636363636
"147A_135B_3","135B","OE","147A","OC","147A_135B",3,6.1477,0.2133,0.2133,1.08808849557522,0.99025069637883
"147A_135B_4","135B","OE","147A","OC","147A_135B",4,6.0265,0.2208,0.2208,1.01765465767188,1.05192949023344
"147A_135B_5","135B","OE","147A","OC","147A_135B",5,5.8667,0.2068,0.2068,1.01770272262843,0.971804511278195
"137B_135B_1","135B","OE","137B","OA","137B_135B",1,3.30825,0.1523,0.1523,0.562159085116145,0.690702947845805
"137B_135B_2","135B","OE","137B","OA","137B_135B",2,3.59805,0.1508,0.1508,0.597469342344512,0.670222222222222
"137B_135B_3","135B","OE","137B","OA","137B_135B",3,3.51225,0.1475,0.1475,0.591536842105263,0.652366209641751
"137B_135B_4","135B","OE","137B","OA","137B_135B",4,3.3713,0.1394,0.1394,0.557829770335561,0.613016710642041
"137B_135B_5","135B","OE","137B","OA","137B_135B",5,3.37355,0.1421,0.1421,0.519747332742749,0.624066754501537
"158_135B_1","135B","OE","158","OC","158_135B",1,5.59275,0.1926,0.1926,0.994761837003308,0.919770773638969
"158_135B_2","135B","OE","158","OC","158_135B",2,5.14735,0.1896,0.1896,0.818624956264513,0.890977443609023
"158_135B_3","135B","OE","158","OC","158_135B",3,5.4487,0.1936,0.1936,0.92184446719058,0.913207547169811
"158_135B_4","135B","OE","158","OC","158_135B",4,4.9618,0.202,0.202,0.796653982627684,0.925756186984418
"158_135B_5","135B","OE","158","OC","158_135B",5,5.013,0.2017,0.2017,0.726769261995027,0.904078888390856
"152A_135B_1","135B","OE","152A","OA","152A_135B",1,3.15065,0.1394,0.1394,0.527040816326531,0.609265734265734
"152A_135B_2","135B","OE","152A","OA","152A_135B",2,3.02335,0.1391,0.1391,0.477746964058562,0.583718002517835
"152A_135B_3","135B","OE","152A","OA","152A_135B",3,3.03975,0.1411,0.1411,0.486418370204424,0.615082824760244
"152A_135B_4","135B","OE","152A","OA","152A_135B",4,3.26785,0.1442,0.1442,0.493290160915376,0.579116465863454
"152A_135B_5","135B","OE","152A","OA","152A_135B",5,2.95835,0.1386,0.1386,0.453334865724246,0.569901315789474
"170C_135B_1","135B","OE","170C","OC","170C_135B",1,5.8448,0.2208,0.2208,1.13827218197398,1.02889095992544
"170C_135B_2","135B","OE","170C","OC","170C_135B",2,5.7701,0.2227,0.2227,0.998987179598162,0.964904679376083
"170C_135B_3","135B","OE","170C","OC","170C_135B",3,5.2344,0.2144,0.2144,1.13820996781769,1.06349206349206
"170C_135B_4","135B","OE","170C","OC","170C_135B",4,5.36725,0.2168,0.2168,1.04792260533406,1.01736274049742
"170C_135B_5","135B","OE","170C","OC","170C_135B",5,5.4177,0.2273,0.2273,1.14874263177982,1.11915312653865
"145B_135B_1","135B","OE","145B","OA","145B_135B",1,3.34835,0.1335,0.1335,0.528510208430341,0.646176185866409
"145B_135B_2","135B","OE","145B","OA","145B_135B",2,2.85795,0.1287,0.1287,0.412146864139135,0.585
"145B_135B_3","135B","OE","145B","OA","145B_135B",3,2.75765,0.1242,0.1242,0.460771782083093,0.599420849420849
"145B_135B_4","135B","OE","145B","OA","145B_135B",4,3.56865,0.1323,0.1323,0.549323091842468,0.622588235294118
"145B_135B_5","135B","OE","145B","OA","145B_135B",5,2.9351,0.1268,0.1268,0.490458525499633,0.629905613512171
"157B_135B_1","135B","OE","157B","OC","157B_135B",1,4.7157,0.1888,0.1888,0.802733826420747,0.886801315171442
"157B_135B_2","135B","OE","157B","OC","157B_135B",2,4.4748,0.1843,0.1843,0.726717606840383,0.838108231014097
"157B_135B_3","135B","OE","157B","OC","157B_135B",3,4.4125,0.1858,0.1858,0.725907281281873,0.859389454209066
"157B_135B_4","135B","OE","157B","OC","157B_135B",4,4.4813,0.1932,0.1932,0.720228863477471,0.911320754716981
"157B_135B_5","135B","OE","157B","OC","157B_135B",5,4.79454999999999,0.1845,0.1845,0.836555406277807,0.888300433317284
"154C_135B_1","135B","OE","154C","OA","154C_135B",1,1.9416,0.1045,0.1045,0.329268913120898,0.395384033295498
"154C_135B_2","135B","OE","154C","OA","154C_135B",2,2.0701,0.1044,0.1044,0.3653192859853,0.391891891891892
"154C_135B_3","135B","OE","154C","OA","154C_135B",3,2.02175,0.0985,0.0985,0.411464216299824,0.418081494057725
"154C_135B_4","135B","OE","154C","OA","154C_135B",4,2.3315,0.1032,0.1032,0.400078934724415,0.402496099843994
"154C_135B_5","135B","OE","154C","OA","154C_135B",5,2.2309,0.1038,0.1038,0.415236570747869,0.408339889850511
"165A_135B_1","135B","OE","165A","OC","165A_135B",1,5.48385,0.1809,0.1809,0.765745763776889,0.796916299559471
"165A_135B_2","135B","OE","165A","OC","165A_135B",2,6.0751,0.1995,0.1995,0.876188965248682,0.915977961432507
"165A_135B_3","135B","OE","165A","OC","165A_135B",3,5.72225,0.1937,0.1937,0.843255868786749,0.910244360902256
