"inoc_sup_strain_rep","supernatant","sup_geno","inoculant","inoc_geno","inoc_sup_strain","rep","AUC","MaxOD","OD_62h","MaxGrowthRate","TimeMaxGrowthRate","AbsMaxGrowthRate","AUC_index","RGI","MaxGrowthRate_index"
"158_122A_5","122A","OC","158","OC","158_122A",5,5.43855,0.2189,0.2189,0.003725,48,0.1522,0.788464187078208,0.981174361272972,0.944532488114104
"152A_122A_1","122A","OC","152A","OA","152A_122A",1,4.848,0.1969,0.1969,0.00379583333333333,48,0.1499,0.810973569755771,0.860576923076923,0.932923707117255
"152A_122A_2","122A","OC","152A","OA","152A_122A",2,4.4721,0.1931,0.1931,0.00385625,48,0.1408,0.706677095925479,0.810323122114981,0.938640973630832
"152A_122A_3","122A","OC","152A","OA","152A_122A",3,4.7177,0.203,0.203,0.00395625,48,0.1431,0.754922590710885,0.884917175239756,0.907310081223125
"152A_122A_4","122A","OC","152A","OA","152A_122A",4,4.677,0.2043,0.2043,0.00406041666666667,48,0.1464,0.706004890861335,0.820481927710843,0.942912433478471
"152A_122A_5","122A","OC","152A","OA","152A_122A",5,5.3241,0.2172,0.2172,0.00405833333333333,48,0.1566,0.815860245948742,0.893092105263158,0.931166347992352
"170C_122A_1","122A","OC","170C","OC","170C_122A",1,4.6656,0.1804,0.1804,0.00322083333333333,48,0.1358,0.908623510165926,0.840633737185461,0.841131664853101
"170C_122A_2","122A","OC","170C","OC","170C_122A",2,4.58705,0.1789,0.1789,0.00318333333333333,48,0.1324,0.794163730641713,0.775129982668977,0.811902231668438
"170C_122A_3","122A","OC","170C","OC","170C_122A",3,4.7803,0.1806,0.1806,0.00314791666666667,48,0.1375,1.03946681743063,0.895833333333333,0.838512763596005
"170C_122A_4","122A","OC","170C","OC","170C_122A",4,4.62105,0.1781,0.1781,0.00320208333333333,48,0.1357,0.902231637315006,0.835757860159549,0.847766133480419
"170C_122A_5","122A","OC","170C","OC","170C_122A",5,4.9105,0.1877,0.1877,0.0032875,48,0.1409,1.04119842245876,0.924175283111767,0.880580357142857
"145B_122A_1","122A","OC","145B","OA","145B_122A",1,1.89755,0.1279,0.1279,0.00266666666666667,48,0.058,0.299513057478159,0.619070667957406,0.738177623990773
"145B_122A_2","122A","OC","145B","OA","145B_122A",2,1.59925,0.1249,0.1249,0.00286041666666667,48,0.0609,0.230628902701066,0.567727272727273,0.742965367965368
"145B_122A_3","122A","OC","145B","OA","145B_122A",3,1.43575,0.1225,0.1225,0.00280416666666667,48,0.0516,0.239897407620909,0.591216216216216,0.789442815249267
"145B_122A_4","122A","OC","145B","OA","145B_122A",4,0.50585,0.0911,0.0911,0.00223333333333333,48,0.0126,0.0778656035219235,0.428705882352941,0.601571268237935
"145B_122A_5","122A","OC","145B","OA","145B_122A",5,1.4988,0.1273,0.1273,0.00286041666666667,48,0.0506,0.25045117304993,0.632389468455042,0.835158150851582
"157B_122A_1","122A","OC","157B","OC","157B_122A",1,5.9352,0.2272,0.2272,0.00386875,48,0.1649,1.01032419504473,1.06716768435885,1.12002412545235
"157B_122A_2","122A","OC","157B","OC","157B_122A",2,5.9395,0.2246,0.2246,0.00379166666666667,48,0.1652,0.964588188484055,1.02137335152342,1.03057757644394
"157B_122A_3","122A","OC","157B","OC","157B_122A",3,6.0279,0.2244,0.2244,0.00373125,48,0.1653,0.991659263646234,1.03792784458834,1.06164789567279
"157B_122A_4","122A","OC","157B","OC","157B_122A",4,6.346,0.2271,0.2271,0.00361041666666667,48,0.1696,1.01992108710152,1.07122641509434,1.01701877934272
"157B_122A_5","122A","OC","157B","OC","157B_122A",5,6.5927,0.2277,0.2277,0.00370416666666667,24,0.0574,1.15029748922583,1.09629272989889,1.09550215650031
"154C_122A_1","122A","OC","154C","OA","154C_122A",1,3.4726,0.1563,0.1563,0.00305208333333333,48,0.1036,0.588905659097461,0.591373439273553,0.559587471352177
"154C_122A_2","122A","OC","154C","OA","154C_122A",2,2.56555,0.1374,0.1374,0.00303541666666667,48,0.0832,0.452753439041392,0.515765765765766,0.542644320297952
"154C_122A_3","122A","OC","154C","OA","154C_122A",3,2.86115,0.1428,0.1428,0.00299791666666667,48,0.0884,0.582297931230984,0.606112054329372,0.58734693877551
"154C_122A_4","122A","OC","154C","OA","154C_122A",4,2.928,0.1407,0.1407,0.002925,48,0.0903,0.502436680623241,0.548751950078003,0.554940711462451
"154C_122A_5","122A","OC","154C","OA","154C_122A",5,3.40875,0.1543,0.1543,0.00308125,48,0.1043,0.634469344451477,0.607002360346184,0.574145962732919
"165A_122A_1","122A","OC","165A","OC","165A_122A",1,5.89175,0.1974,0.1974,0.00319166666666667,24,0.0541,0.822703502782258,0.869603524229075,0.787660668380463
"165A_122A_2","122A","OC","165A","OC","165A_122A",2,6.84855,0.2207,0.2207,0.00369583333333333,24,0.0681,0.987740767716393,1.01331496786042,0.951716738197425
"165A_122A_3","122A","OC","165A","OC","165A_122A",3,6.9866,0.2247,0.2247,0.00372291666666667,24,0.0723,1.02957603265595,1.05592105263158,0.977571115973742
"165A_122A_4","122A","OC","165A","OC","165A_122A",4,6.73175,0.2114,0.2114,0.0036125,24,0.0715,1.00900826632092,0.986928104575163,0.9874715261959
"165A_122A_5","122A","OC","165A","OC","165A_122A",5,6.83675,0.2092,0.2092,0.00357708333333333,24,0.078,1.05355010209192,0.997615641392465,0.962983735277622
"144A_122A_1","122A","OC","144A","OA","144A_122A",1,2.23795,0.1484,0.1484,0.00295833333333333,48,0.0689,0.282095723091273,0.541408245165998,0.636485880770955
"144A_122A_2","122A","OC","144A","OA","144A_122A",2,2.7822,0.1648,0.1648,0.00325416666666667,48,0.0878,0.343466640330356,0.61037037037037,0.711617312072893
"144A_122A_3","122A","OC","144A","OA","144A_122A",3,3.056,0.1703,0.1703,0.00335208333333333,48,0.0972,0.385214130400529,0.667058362710537,0.753629976580796
"144A_122A_4","122A","OC","144A","OA","144A_122A",4,3.45305,0.1706,0.1706,0.00329375,48,0.1074,0.424865270566233,0.634436593529193,0.736033519553073
"144A_122A_5","122A","OC","144A","OA","144A_122A",5,3.6867,0.1783,0.1783,0.00345,48,0.1133,0.459378971764648,0.680534351145038,0.781869688385269
"122A_122A_1","122A","OC","122A","OC","122A_122A",1,6.3259,0.2215,0.2215,0.003625,24,0.0592,1,1,1
"122A_122A_2","122A","OC","122A","OC","122A_122A",2,6.3635,0.227,0.227,0.0036625,24,0.0584,1,1,1
"122A_122A_3","122A","OC","122A","OC","122A_122A",3,6.55605,0.2213,0.2213,0.00363958333333333,24,0.0674,1,1,1
"122A_122A_4","122A","OC","122A","OC","122A_122A",4,6.29775,0.2265,0.2265,0.00361875,24,0.0586,1,1,1
"122A_122A_5","122A","OC","122A","OC","122A_122A",5,6.3431,0.2323,0.2323,0.00371666666666667,48,0.1777,1,1,1
"149A_122A_1","122A","OC","149A","OE","149A_122A",1,6.2949,0.2291,0.2291,0.003775,48,0.1801,0.978084043536697,1.01776988005331,1.03899082568807
"149A_122A_2","122A","OC","149A","OE","149A_122A",2,6.5364,0.2376,0.2376,0.00389375,48,0.1845,1.04247972504207,1.04854368932039,1.06739006282124
"149A_122A_3","122A","OC","149A","OE","149A_122A",3,6.64225,0.2492,0.2492,0.00418541666666667,48,0.188,1.02576674800012,1.07228915662651,1.12738496071829
"149A_122A_4","122A","OC","149A","OE","149A_122A",4,6.7063,0.2468,0.2468,0.00402916666666667,48,0.1892,1.08309376917859,1.06517047906776,1.05108695652174
"149A_122A_5","122A","OC","149A","OE","149A_122A",5,7.0057,0.2527,0.2527,0.00393958333333333,48,0.1884,1.19665550696912,1.23933300637567,1.16512630930376
"41_122A_1","122A","OC","41","CC","41_122A",1,3.9973,0.1645,0.1645,0.00285416666666667,48,0.1137,0.642270675000402,0.732413178984862,0.811130846654825
"41_122A_2","122A","OC","41","CC","41_122A",2,4.0137,0.168,0.168,0.00300625,48,0.1161,0.649834048409293,0.747330960854092,0.857397504456328
"41_122A_3","122A","OC","41","CC","41_122A",3,3.8911,0.1639,0.1639,0.00294375,48,0.1146,0.578434505979679,0.677272727272727,0.773399014778325
"41_122A_4","122A","OC","41","CC","41_122A",4,3.75325,0.1604,0.1604,0.00291041666666667,48,0.1112,0.525194503526251,0.617635733538698,0.731413612565445
"41_122A_5","122A","OC","41","CC","41_122A",5,3.8745,0.1641,0.1641,0.00292291666666667,48,0.111,0.593011509734297,0.687473816506074,0.822391559202813
"126B_122A_1","122A","OC","126B","OC","126B_122A",1,5.3509,0.186,0.186,0.00321458333333333,24,0.0391,0.765053651980584,0.766378244746601,0.805744125326371
"126B_122A_2","122A","OC","126B","OC","126B_122A",2,4.83285,0.1867,0.1867,0.00335833333333333,48,0.1466,0.813665903427841,0.773725652714463,0.754328497894244
"126B_122A_3","122A","OC","126B","OC","126B_122A",3,5.52015,0.2009,0.2009,0.00342708333333333,48,0.1615,0.963385369854886,0.851271186440678,0.785202863961814
"126B_122A_4","122A","OC","126B","OC","126B_122A",4,5.57805,0.2036,0.2036,0.00342708333333333,48,0.1624,0.949754390744319,0.848333333333333,0.782588011417697
"126B_122A_5","122A","OC","126B","OC","126B_122A",5,5.41225,0.1972,0.1972,0.00332083333333333,48,0.1569,0.92008296004148,0.832067510548523,0.771539206195547
"53_122A_1","122A","OC","53","CC","53_122A",1,4.81655,0.1524,0.1524,0.00239791666666667,24,0.0478,0.675495063390553,0.618506493506493,0.5720675944334
"53_122A_2","122A","OC","53","CC","53_122A",2,4.7017,0.1514,0.1514,0.00240416666666667,24,0.044,0.665816994852406,0.621000820344545,0.589678078691875
"53_122A_3","122A","OC","53","CC","53_122A",3,5.2268,0.1613,0.1613,0.00255,24,0.055,0.746979170388367,0.676593959731544,0.632558139534884
"53_122A_4","122A","OC","53","CC","53_122A",4,5.0371,0.1557,0.1557,0.00248333333333333,24,0.0536,0.667444032940895,0.60185543100116,0.566539923954373
"53_122A_5","122A","OC","53","CC","53_122A",5,4.95945,0.1544,0.1544,0.00248958333333333,24,0.0488,0.665247047303506,0.60148032723023,0.569861707200763
"135B_122A_1","122A","OC","135B","OE","135B_122A",1,7.23695,0.2539,0.2539,0.00436458333333333,24,0.056,1.25043412151947,1.05747605164515,1.00095556617296
"135B_122A_2","122A","OC","135B","OE","135B_122A",2,7.49515,0.2595,0.2595,0.00441458333333333,24,0.0628,1.25207143095787,1.06570841889117,1.01000953288847
"135B_122A_3","122A","OC","135B","OE","135B_122A",3,7.6621,0.262,0.262,0.00453125,24,0.0647,1.27049479339391,1.0620186461289,1.02160638797558
"135B_122A_4","122A","OC","135B","OE","135B_122A",4,7.5694,0.2601,0.2601,0.00450833333333333,24,0.0614,1.15717943818078,1.00463499420626,0.994942528735632
"135B_122A_5","122A","OC","135B","OE","135B_122A",5,7.91135,0.2618,0.2618,0.004575,24,0.0725,1.36088175594317,1.08450704225352,1.0363378952336
"57_122A_1","122A","OC","57","CC","57_122A",1,3.0782,0.1397,0.1397,0.00264166666666667,48,0.0801,0.539964039819322,0.606336805555556,0.662486938349007
"57_122A_2","122A","OC","57","CC","57_122A",2,3.12095,0.1433,0.1433,0.00263333333333333,48,0.0834,0.814794992624695,0.801454138702461,0.784605834885164
"57_122A_3","122A","OC","57","CC","57_122A",3,3.0888,0.1416,0.1416,0.00265416666666667,48,0.0834,0.545170542293607,0.642468239564428,0.706600110926234
"57_122A_4","122A","OC","57","CC","57_122A",4,2.96745,0.1406,0.1406,0.00266041666666667,48,0.0814,0.501008787850648,0.601626016260163,0.651530612244898
"57_122A_5","122A","OC","57","CC","57_122A",5,2.7799,0.1381,0.1381,0.00266875,48,0.0756,0.404066978691241,0.544558359621451,0.643718592964824
"135A_122A_1","122A","OC","135A","OE","135A_122A",1,6.67885,0.2163,0.2163,0.00389583333333333,24,0.0635,1.13533751508661,1.10132382892057,1.17094552285535
"135A_122A_2","122A","OC","135A","OE","135A_122A",2,6.8655,0.2322,0.2322,0.00394375,24,0.0617,1.19126526929484,1.16216216216216,1.2553050397878
"135A_122A_3","122A","OC","135A","OE","135A_122A",3,6.53815,0.2323,0.2323,0.00381875,24,0.0558,1.15086999762368,1.19989669421488,1.24186991869919
"135A_122A_4","122A","OC","135A","OE","135A_122A",4,6.7041,0.2403,0.2403,0.0039,48,0.1869,1.25278667999664,1.14483087184373,1.08963911525029
"135A_122A_5","122A","OC","135A","OE","135A_122A",5,6.59885,0.2342,0.2342,0.00370625,24,0.0576,1.13330699939031,1.12813102119461,1.17892644135189
"77_122A_1","122A","OC","77","CC","77_122A",1,4.31785,0.2217,0.2217,0.0044375,48,0.1378,0.582414988467297,0.839137017411052,1.02948284195263
"77_122A_2","122A","OC","77","CC","77_122A",2,4.65925,0.2316,0.2316,0.00460208333333333,48,0.1444,0.617929470431427,0.875614366729679,1.05340963280877
"77_122A_3","122A","OC","77","CC","77_122A",3,4.3143,0.2168,0.2168,0.00429375,48,0.1351,0.58291898611036,0.826219512195122,1
"77_122A_4","122A","OC","77","CC","77_122A",4,4.46105,0.2217,0.2217,0.00439375,48,0.1397,0.58717341230668,0.823245451169699,0.981386691484411
"77_122A_5","122A","OC","77","CC","77_122A",5,4.18025,0.2161,0.2161,0.00434583333333333,48,0.1342,0.477031398885092,0.784392014519056,0.952076677316294
"159_122A_1","122A","OC","159","OE","159_122A",1,7.4041,0.2488,0.2488,0.0044375,24,0.0724,1.01560978286216,1.04581757040773,1.0790273556231
"159_122A_2","122A","OC","159","OE","159_122A",2,7.6407,0.25,0.25,0.00444166666666667,24,0.0742,1.02164102769811,1.01214574898785,1.11273486430063
"159_122A_3","122A","OC","159","OE","159_122A",3,7.3372,0.2399,0.2399,0.00421041666666667,24,0.0693,0.971023603290035,0.949347051840126,1.0586694604505
"159_122A_4","122A","OC","159","OE","159_122A",4,7.31125000000001,0.2429,0.2429,0.00414166666666667,24,0.0713,0.98362034171936,1.00082406262876,1.03757828810021
"159_122A_5","122A","OC","159","OE","159_122A",5,6.8855,0.2404,0.2404,0.00407083333333333,24,0.0584,0.931524084608985,0.982829108748978,1.0257217847769
"74_122A_1","122A","OC","74","CC","74_122A",1,3.73835,0.2098,0.2098,0.00421041666666667,48,0.1192,0.528829695435063,0.734336716835842,0.867381974248927
"74_122A_2","122A","OC","74","CC","74_122A",2,3.37435,0.2001,0.2001,0.004025,48,0.1042,0.473583012287461,0.707567185289958,0.858285206574856
"74_122A_3","122A","OC","74","CC","74_122A",3,3.5626,0.2028,0.2028,0.00408333333333333,48,0.112,0.488020712045041,0.714336033814723,0.868794326241135
"74_122A_4","122A","OC","74","CC","74_122A",4,3.4574,0.2011,0.2011,0.00406458333333333,48,0.109,0.479113112766326,0.694645941278066,0.828450106157112
"74_122A_5","122A","OC","74","CC","74_122A",5,3.40915,0.1982,0.1982,0.0039875,48,0.1121,0.421658359203968,0.680631868131868,0.899013621418506
"168A_122A_1","122A","OC","168A","OE","168A_122A",1,4.49025,0.154,0.154,0.00249791666666667,24,0.0452,1.39624372269469,1.15011202389843,1.0008347245409
"168A_122A_2","122A","OC","168A","OE","168A_122A",2,5.353,0.1694,0.1694,0.00297916666666667,24,0.0586,1.72674634280092,1.29214340198322,1.21289228159457
"168A_122A_3","122A","OC","168A","OE","168A_122A",3,4.7859,0.1616,0.1616,0.00270833333333333,24,0.0478,1.39860895993454,1.18301610541728,1.06295993458708
"168A_122A_4","122A","OC","168A","OE","168A_122A",4,4.39835,0.1504,0.1504,0.00263958333333333,24,0.0406,1.35554904921873,1.18799368088468,1.0969696969697
"168A_122A_5","122A","OC","168A","OE","168A_122A",5,4.49815,0.1486,0.1486,0.00265625,24,0.0422,1.35568113321278,1.16457680250784,1.10198789974071
"67_122A_1","122A","OC","67","CC","67_122A",1,4.84215,0.1435,0.1235,0.00298958333333333,24,0.0388,0.774477579712579,0.474088291746641,0.660377358490566
"67_122A_2","122A","OC","67","CC","67_122A",2,4.8728,0.144,0.1295,0.003,24,0.0394,0.812668339990495,0.541161721688257,0.750782064650678
"67_122A_3","122A","OC","67","CC","67_122A",3,4.67795,0.1371,0.122,0.00285625,24,0.0374,0.764870830608241,0.505385252692626,0.718553459119497
"67_122A_4","122A","OC","67","CC","67_122A",4,4.6085,0.1421,0.1221,0.00296041666666667,24,0.0351,0.710081508759495,0.483372921615202,0.714070351758794
"67_122A_5","122A","OC","67","CC","67_122A",5,4.6225,0.1429,0.1275,0.00297708333333333,24,0.0371,0.70639923591213,0.514735567218409,0.725380710659899
"152B_149A_1","149A","OE","152B","OA","152B_149A",1,1.12355,0.1154,0.1154,0.00297083333333333,48,0.0645,0.136746467387997,0.409655662051828,0.740779220779221
"152B_149A_2","149A","OE","152B","OA","152B_149A",2,1.8052,0.123,0.123,0.00307083333333333,48,0.0832,0.211608456367185,0.408909574468085,0.714147286821705
"152B_149A_3","149A","OE","152B","OA","152B_149A",3,2.47945,0.1373,0.1373,0.00317291666666667,48,0.0935,0.314435539097573,0.490532332976063,0.749139203148057
"152B_149A_4","149A","OE","152B","OA","152B_149A",4,1.71455,0.1275,0.1275,0.00331458333333333,48,0.0803,0.222699199241455,0.456661891117479,0.77496346809547
"152B_149A_5","149A","OE","152B","OA","152B_149A",5,2.17985,0.1279,0.1279,0.00308333333333333,48,0.0886,0.281894773595763,0.452743362831859,0.720545277507303
"147A_149A_1","149A","OE","147A","OC","147A_149A",1,4.45045,0.2113,0.2113,0.00429375,48,0.1497,0.764688700074743,0.938693913816082,1.10391001606856
"147A_149A_2","149A","OE","147A","OC","147A_149A",2,5.02955,0.2153,0.2153,0.00407708333333333,48,0.1611,0.880377038132663,0.978636363636364,1.06416530723219
"147A_149A_3","149A","OE","147A","OC","147A_149A",3,4.9404,0.2021,0.2021,0.0037375,48,0.1555,0.874407079646018,0.938254410399257,1.00167504187605
"147A_149A_4","149A","OE","147A","OC","147A_149A",4,4.24795,0.2116,0.2116,0.00429791666666667,48,0.1332,0.71732284129383,1.00809909480705,1.15833801235261
"147A_149A_5","149A","OE","147A","OC","147A_149A",5,5.0374,0.2236,0.2236,0.00434791666666667,48,0.1647,0.873843164806189,1.05075187969925,1.19189034837236
"137B_149A_1","149A","OE","137B","OA","137B_149A",1,0.0758000000000007,0.0997,0.0997,0.00296666666666667,48,0.0349,0.0128804227769377,0.452154195011338,0.767654986522911
"137B_149A_2","149A","OE","137B","OA","137B_149A",2,0.7926,0.1151,0.1151,0.00316458333333333,48,0.0598,0.131614124523634,0.511555555555556,0.807978723404255
"137B_149A_3","149A","OE","137B","OA","137B_149A",3,1.4479,0.1322,0.1322,0.00344166666666667,48,0.0752,0.243856842105263,0.584697036709421,0.846311475409836
"137B_149A_4","149A","OE","137B","OA","137B_149A",4,0.590850000000001,0.1134,0.1134,0.00332916666666667,48,0.0579,0.0977645774041963,0.49868073878628,0.83533716675379
"137B_149A_5","149A","OE","137B","OA","137B_149A",5,1.27295,0.1229,0.1229,0.00326875,48,0.0711,0.196117551900782,0.539745278875714,0.866850828729282
"158_149A_1","149A","OE","158","OC","158_149A",1,3.07855,0.175,0.175,0.00383125,48,0.1122,0.54757034612785,0.835721107927412,1.16171825647505
"158_149A_2","149A","OE","158","OC","158_149A",2,2.66635,0.1582,0.1582,0.00363958333333333,48,0.1026,0.424051337510735,0.743421052631579,1.0306784660767
"158_149A_3","149A","OE","158","OC","158_149A",3,3.83665,0.181,0.181,0.00360416666666667,48,0.1287,0.649107966128937,0.85377358490566,1.06004901960784
"158_149A_4","149A","OE","158","OC","158_149A",4,3.1664,0.1781,0.1781,0.00393333333333333,48,0.1161,0.508389127049115,0.816223648029331,1.10863182618908
"158_149A_5","149A","OE","158","OC","158_149A",5,3.60085,0.1902,0.1902,0.00399583333333333,48,0.1243,0.522040115111668,0.852532496638279,1.01320655044902
"152A_149A_1","149A","OE","152A","OA","152A_149A",1,0.25625,0.09,0.09,0.0028125,48,0.0485,0.0428655068584811,0.393356643356643,0.691244239631336
"152A_149A_2","149A","OE","152A","OA","152A_149A",2,0.655450000000001,0.1004,0.1004,0.00283333333333333,48,0.0551,0.103573601333681,0.421317666806546,0.689655172413793
"152A_149A_3","149A","OE","152A","OA","152A_149A",3,0.1491,0.0946,0.0946,0.00296666666666667,48,0.0452,0.0238588630635677,0.412380122057541,0.680363115145724
"152A_149A_4","149A","OE","152A","OA","152A_149A",4,0.8991,0.1133,0.1133,0.00318125,48,0.0658,0.135721402046916,0.455020080321285,0.738751814223512
"152A_149A_5","149A","OE","152A","OA","152A_149A",5,1.12245,0.1118,0.1118,0.00314791666666667,48,0.07,0.172003218020917,0.459703947368421,0.722275334608031
"170C_149A_1","149A","OE","170C","OC","170C_149A",1,4.8847,0.2213,0.2213,0.00424375,48,0.1544,0.951293137025784,1.03122087604846,1.10826985854189
"170C_149A_2","149A","OE","170C","OC","170C_149A",2,4.78155,0.2188,0.2188,0.00421041666666667,48,0.149,0.827837844856691,0.948006932409012,1.07385759829968
"170C_149A_3","149A","OE","170C","OC","170C_149A",3,5.49075,0.2331,0.2331,0.00416041666666667,48,0.1605,1.1939527702879,1.15625,1.10821309655938
"170C_149A_4","149A","OE","170C","OC","170C_149A",4,3.7811,0.2025,0.2025,0.00430625,48,0.1322,0.738236557460268,0.950258094791178,1.14009928295643
"170C_149A_5","149A","OE","170C","OC","170C_149A",5,3.90945,0.2025,0.2025,0.00420208333333333,48,0.1305,0.828940672575379,0.997045790251108,1.12555803571429
